﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
DRANCY;87271403;DIM;2019-03-17;2019;B;B;De 6h à 10h;1155
NEUVILLE-UNIVERSITE;87334482;JOB;2022-11-30;2022;A;A;Avant 6h;11
LONGJUMEAU;87393611;DIM;2024-01-12;2024;T12;T12;Après 20h;17
PEREIRE-LEVALLOIS;87381012;SAM;2025-08-02;2025;C;C;De 16h à 20h;755
BOISSISE-LE-ROI;87682518;SAM;2024-02-03;2024;D;D;Après 20h;2
MONTGEROULT-COURCELLES;87381160;SAM;2024-01-20;2024;J;J6;De 10h à 16h;4
NOGENT-L'ARTAUD-CHARLY;87116566;DIM;2023-09-17;2023;P;P;Après 20h;20
EPLUCHES;87276147;DIM;2024-01-21;2024;H;H;Après 20h;5
PIERREFITTE-STAINS;87271163;JOB;2021-11-23;2021;T11;T11;De 10h à 16h;1095
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;Après 20h;222
MORTCERF;87116244;JOB;2023-11-14;2023;P;P;Après 20h;6
NOISY-LE-GRAND-MONT-D'EST;87758334;DIM;2022-03-20;2022;E;E;Après 20h;59
MAGENTA;87281873;DIM;2022-03-20;2022;E;E;De 6h à 10h;1918
PIERRELAYE;87276097;DIM;2024-01-21;2024;H;H;De 10h à 16h;281
BONNIERES;87415893;JOB;2025-01-04;2025;J;J5;De 10h à 16h;90
EGLY;87545475;SAM;2025-08-02;2025;C;C;De 6h à 10h;114
NOISY-LE-SEC;87113217;DIM;2022-03-20;2022;E;E;De 10h à 16h;6461
ERMONT-EAUBONNE;87276055;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1814
PIERRELAYE;87276097;JOB;2025-06-02;2025;C;C;Après 20h;28
BOULAINVILLIERS;87543181;DIM;2025-09-02;2025;C;C;De 16h à 20h;539
NEMOURS-SAINT-PIERRE;87684126;SAM;2024-01-20;2024;R;R;Avant 6h;44
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;Après 20h;100
ESBLY;87116327;JOB;2023-11-14;2023;P;P;Après 20h;127
PLAISIR-GRIGNON;87393421;SAM;2024-01-20;2024;N;N;De 10h à 16h;1628
CERNAY;87276063;DIM;2025-09-02;2025;C;C;De 6h à 10h;130
EPINAY-VILLETANEUSE;87271122;DIM;2024-01-21;2024;H;H;De 16h à 20h;2450
PARC-DES-EXPOSITIONS;87271486;JOB;2023-10-10;2023;B;B;Avant 6h;57
MAISSE;87681486;SAM;2024-02-03;2024;D;D;Après 20h;10
POISSY;87386573;SAM;2022-11-19;2022;A;A;De 10h à 16h;2978
CAMP-DES-LOGES;87710939;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;106
VALMONDOIS;87276535;DIM;2024-01-21;2024;H;H;De 6h à 10h;102
PARIS-EST;87113001;DIM;2023-11-19;2023;P;P;De 6h à 10h;1634
MALESHERBES;87684415;DIM;2024-03-03;2024;D;D;De 10h à 16h;110
PONT-CARDINET;87381111;SAM;2024-01-20;2024;L;L2;Après 20h;528
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 16h à 20h;67
EPONE-MEZIERES;87386763;JOB;2024-01-16;2024;N;N;Après 20h;28
PARIS-GARE-DE-LYON;87686030;SAM;2024-01-20;2024;R;R;De 6h à 10h;2425
MALESHERBES;87684415;DIM;2024-03-03;2024;D;D;De 16h à 20h;85
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU;87393322;DIM;2025-09-02;2025;C;C;De 16h à 20h;589
CERNAY;87276063;DIM;2025-09-02;2025;C;C;Après 20h;49
NEUILLY-PORTE-MAILLOT;87381020;JOB;2025-06-02;2025;C;C;Avant 6h;7
PARIS-GARE-DU-NORD;87271031;DIM;2024-03-03;2024;D;D;Après 20h;9294
FAREMOUTIERS-POMMEUSE;87116277;SAM;2023-11-18;2023;P;P;Après 20h;6
PEREIRE-LEVALLOIS;87381012;JOB;2025-11-02;2025;C;C;De 10h à 16h;1430
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;Après 20h;8
VAUCELLES;87276626;DIM;2024-01-21;2024;H;H;Après 20h;47
PARIS-GARE-DU-NORD;87271031;DIM;2024-01-21;2024;H;H;De 6h à 10h;2981
MANTES-LA-JOLIE;87381509;JOB;2025-01-04;2025;J;J5;Après 20h;316
PEREIRE-LEVALLOIS;87381012;JOB;2025-06-02;2025;C;C;De 16h à 20h;2762
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;Avant 6h;82
NEZEL-AULNAY;87381731;DIM;2024-01-21;2024;N;N;De 10h à 16h;43
PARIS-GARE-DU-NORD;87271031;SAM;2024-01-20;2024;H;H;Après 20h;12440
MANTES-LA-JOLIE;87381509;SAM;2021-04-12;2021;J;J5;Après 20h;203
PETIT-VAUX;87393652;JOB;2024-11-26;2024;T12;T12;Avant 6h;5
CHANTILLY-GOUVIEUX;87276113;DIM;2024-03-03;2024;D;D;De 16h à 20h;34
VERNEUIL-L'ETANG;87116079;SAM;2023-11-18;2023;P;P;De 16h à 20h;106
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;L;L3;Avant 6h;77
FONTAINEBLEAU-AVON;87682211;DIM;2024-01-21;2024;R;R;De 6h à 10h;528
PETIT-VAUX;87393652;JOB;2024-11-26;2024;T12;T12;De 10h à 16h;86
CHANTILLY-GOUVIEUX;87276113;DIM;2024-03-03;2024;D;D;De 10h à 16h;160
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;H;H;Après 20h;1293
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;J;J4;De 10h à 16h;5323
MANTES-STATION;87381590;JOB;2025-01-04;2025;J;J5;De 10h à 16h;267
PETIT-VAUX;87393652;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;129
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;Après 20h;40
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;J;J4;Après 20h;611
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;J;J6;Avant 6h;79
FONTAINEBLEAU-AVON;87682211;SAM;2024-01-20;2024;R;R;De 16h à 20h;1410
PIERRELAYE;87276097;DIM;2024-01-21;2024;H;H;De 6h à 10h;131
CERGY-SAINT-CHRISTOPHE;87382499;SAM;2022-11-19;2022;A;A;Après 20h;498
VERSAILLES-RIVE-DROITE;87382861;DIM;2024-01-21;2024;L;L2;De 10h à 16h;1715
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;L;L2;De 16h à 20h;6845
MASSY-EUROPE;87725465;JOB;2024-11-26;2024;T12;T12;Avant 6h;20
PONT-PETIT;87276154;DIM;2024-01-21;2024;H;H;De 6h à 10h;13
CESSON;87682161;JOB;2024-05-03;2024;D;D;Avant 6h;158
NOISY-LE-ROI;87733659;DIM;2023-10-15;2023;T13;T13;Après 20h;16
PEREIRE-LEVALLOIS;87381012;DIM;2025-09-02;2025;C;C;Après 20h;264
MASSY-PALAISEAU;87393579;JOB;2025-06-02;2025;C;C;De 16h à 20h;723
PONTOISE;87276139;DIM;2024-01-21;2024;H;H;Avant 6h;47
CHAMARANDE;87545152;JOB;2025-04-02;2025;C;C;Avant 6h;20
VIGNEUX-SUR-SEINE;87681304;SAM;2024-02-03;2024;D;D;De 6h à 10h;1332
PEREIRE-LEVALLOIS;87381012;SAM;2025-08-02;2025;C;C;Après 20h;392
FREPILLON;87276659;SAM;2024-01-20;2024;H;H;De 6h à 10h;58
PORTE-DE-CLICHY;87111278;SAM;2025-08-02;2025;C;C;De 10h à 16h;987
CHARTRETTES;87682419;DIM;2024-01-21;2024;R;R;De 10h à 16h;27
VILLEPARISIS-MITRY-LE-NEUF;87271510;DIM;2019-03-17;2019;B;B;Avant 6h;35
PETIT-VAUX;87393652;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;32
MASSY-VERRIERES;87383281;JOB;2025-04-02;2025;C;C;Avant 6h;6
PLAISIR-GRIGNON;87393421;SAM;2024-01-20;2024;N;N;Après 20h;319
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;Après 20h;6
PARIS-AUSTERLITZ;87547026;DIM;2025-09-02;2025;C;C;De 16h à 20h;5246
PIERREFITTE-STAINS;87271163;DIM;2024-03-03;2024;D;D;Avant 6h;78
MAURECOURT;87381483;SAM;2024-01-20;2024;J;J6;De 10h à 16h;295
PLAISIR-LES-CLAYES;87393629;SAM;2024-01-20;2024;N;N;De 10h à 16h;687
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-01-16;2024;L;L2;De 6h à 10h;1496
PARIS-AUSTERLITZ;87547026;DIM;2025-09-02;2025;C;C;De 6h à 10h;1129
PIERREFITTE-STAINS;87271163;SAM;2024-02-03;2024;D;D;De 6h à 10h;2457
MAURICE-AUDIN;87704270;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;133
RAMBOUILLET;87393314;JOB;2024-01-16;2024;N;N;Avant 6h;54
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;De 6h à 10h;440
EVRY-COURCOURONNES;87681387;SAM;2024-11-30;2024;T12;T12;Après 20h;405
PIERRELAYE;87276097;SAM;2024-01-20;2024;H;H;Avant 6h;25
MEAUX;87116103;DIM;2023-11-19;2023;P;P;Après 20h;682
RAMBOUILLET;87393314;SAM;2024-01-20;2024;N;N;De 6h à 10h;218
CHAVILLE-VELIZY;87393173;SAM;2025-08-02;2025;C;C;Avant 6h;15
PARIS-AUSTERLITZ;87547026;SAM;2025-08-02;2025;C;C;Avant 6h;71
PLAISIR-LES-CLAYES;87393629;DIM;2024-01-21;2024;N;N;De 6h à 10h;56
MENNECY;87681411;JOB;2024-12-03;2024;D;D;De 10h à 16h;287
PONT-CARDINET;87381111;JOB;2024-01-16;2024;L;L3;De 16h à 20h;3170
CHANTELOUP-LES-VIGNES;87381475;DIM;2024-01-21;2024;J;J6;De 6h à 10h;113
VILLETANEUSE-UNIVERSITE;87697318;JOB;2021-11-23;2021;T11;T11;Après 20h;177
POISSY;87386573;SAM;2021-04-12;2021;J;J5;Avant 6h;57
MERIEL;87276675;DIM;2024-01-21;2024;H;H;De 16h à 20h;100
PONT-DE-L'ALMA;87393041;SAM;2025-08-02;2025;C;C;De 6h à 10h;395
CHEZY-SUR-MARNE;87116574;DIM;2023-09-17;2023;P;P;De 10h à 16h;32
FERME-NEUVE;87745851;JOB;2024-11-26;2024;T12;T12;De 16h à 20h;284
POISSY;87386573;SAM;2022-11-19;2022;A;A;De 16h à 20h;1724
MERIEL;87276675;JOB;2024-01-16;2024;H;H;Après 20h;24
REPUBLIQUE-MARX-DORMOY;87704254;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;309
CHEMIN-D'ANTONY;87546317;JOB;2025-11-02;2025;C;C;De 10h à 16h;349
PARIS-MONTPARNASSE;87391003;DIM;2024-01-21;2024;N;N;De 16h à 20h;6325
PONT-CARDINET;87381111;JOB;2024-01-16;2024;L;L3;De 10h à 16h;1202
MITRY-CLAYE;87271528;JOB;2023-10-10;2023;B;B;De 10h à 16h;1086
CRETEIL-POMPADOUR;87608802;JOB;2024-05-03;2024;D;D;Avant 6h;376
CHILLY-MAZARIN;87393637;SAM;2024-11-30;2024;T12;T12;Avant 6h;5
PARIS-SAINT-LAZARE;87384008;DIM;2021-05-12;2021;J;J5;Après 20h;980
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU;87393322;DIM;2025-09-02;2025;C;C;De 6h à 10h;153
MONTREUIL;87382879;DIM;2024-01-21;2024;L;L2;De 10h à 16h;598
RIS-ORANGIS;87681338;DIM;2024-03-03;2024;D;D;De 16h à 20h;264
CHILLY-MAZARIN;87393637;SAM;2024-11-30;2024;T12;T12;Après 20h;32
VIRY-CHATILLON;87681312;DIM;2024-03-03;2024;D;D;Avant 6h;26
PONTOISE;87276139;JOB;2024-01-16;2024;J;J6;De 6h à 10h;1687
MONTREUIL;87382879;JOB;2024-01-16;2024;L;L2;Avant 6h;41
PONT-PETIT;87276154;JOB;2024-01-16;2024;H;H;Après 20h;3
CLICHY-LEVALLOIS;87381129;SAM;2024-01-20;2024;L;L2;De 16h à 20h;1034
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;J;J4;De 6h à 10h;1458
PONTOISE;87276139;SAM;2024-01-20;2024;J;J6;De 16h à 20h;603
MONTREUIL;87382879;SAM;2024-01-20;2024;L;L2;De 10h à 16h;817
DORDIVES;87684233;SAM;2024-01-20;2024;R;R;De 10h à 16h;63
CLICHY-MONTFERMEIL;87704304;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;1610
GAGNY;87113514;DIM;2022-03-20;2022;E;E;De 10h à 16h;1593
PONTOISE;87276139;SAM;2025-08-02;2025;C;C;De 10h à 16h;703
MONTREUIL;87382879;SAM;2024-01-20;2024;L;L2;De 16h à 20h;559
PONTHIERRY-PRINGY;87682526;SAM;2024-02-03;2024;D;D;Après 20h;15
CHAUMONT-EN-VEXIN;87381228;JOB;2024-01-16;2024;J;J6;De 16h à 20h;41
POISSY;87386573;JOB;2022-11-30;2022;A;A;De 6h à 10h;5178
PRECY-SUR-OISE;87276410;JOB;2024-01-16;2024;H;H;Après 20h;2
MONTRY-CONDE;87116400;JOB;2023-09-19;2023;P;P;Avant 6h;4
DREUX;87393488;SAM;2024-01-20;2024;N;N;Après 20h;89
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-11-06;2024;U;U;De 16h à 20h;467
VAUX-SUR-SEINE;87381814;SAM;2024-01-20;2024;J;J6;Avant 6h;9
RAMBOUILLET;87393314;JOB;2024-01-16;2024;N;N;Après 20h;139
GRAND-BOURG;87681353;JOB;2024-12-03;2024;D;D;De 6h à 10h;278
PORCHEFONTAINE;87393165;SAM;2025-08-02;2025;C;C;De 6h à 10h;238
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;Avant 6h;48
MAURECOURT;87381483;JOB;2024-01-16;2024;J;J6;Après 20h;21
REMISE-A-JORELLE;87988709;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;226
GRAND-BOURG;87681353;SAM;2024-02-03;2024;D;D;Après 20h;23
PUTEAUX;87382382;DIM;2024-01-21;2024;L;L2;Avant 6h;24
CLICHY-LEVALLOIS;87381129;JOB;2024-01-16;2024;L;L3;De 16h à 20h;5285
VERNON-GIVERNY;87415604;JOB;2025-01-04;2025;J;J5;Avant 6h;62
REPUBLIQUE-MARX-DORMOY;87704254;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;134
NEUVILLE-UNIVERSITE;87334482;SAM;2022-11-19;2022;A;A;De 16h à 20h;553
PUTEAUX;87382382;JOB;2024-11-06;2024;U;U;Après 20h;153
CLICHY-MONTFERMEIL;87704304;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;282
MELUN;87682005;DIM;2024-03-03;2024;D;D;Avant 6h;79
ROMAIN-ROLLAND;87704296;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;166
NOGENT-LE-PERREUX;87113746;JOB;2022-03-22;2022;E;E;Avant 6h;65
EPINAY-VILLETANEUSE;87271122;JOB;2024-01-16;2024;H;H;Avant 6h;656
CHEMIN-D'ANTONY;87546317;SAM;2025-08-02;2025;C;C;Après 20h;13
VERSAILLES-CHANTIERS;87393009;SAM;2024-01-20;2024;N;N;Après 20h;1216
ROMAIN-ROLLAND;87704296;SAM;2021-09-18;2021;T4;T4;Avant 6h;6
GROSLAY;87276360;SAM;2024-01-20;2024;H;H;Après 20h;143
REMISE-A-JORELLE;87988709;JOB;2021-09-21;2021;T4;T4;Après 20h;44
COMBS-LA-VILLE-QUINCY;87682146;DIM;2024-03-03;2024;D;D;Après 20h;175
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;Avant 6h;104
ROSNY-BOIS-PERRIER;87113696;SAM;2022-03-19;2022;E;E;Après 20h;902
GROSLAY;87276360;SAM;2024-01-20;2024;H;H;Avant 6h;31
EPLUCHES;87276147;JOB;2024-01-16;2024;H;H;Après 20h;8
COULOMMIERS;87116301;SAM;2023-11-18;2023;P;P;De 10h à 16h;397
MELUN;87682005;SAM;2024-02-03;2024;D;D;De 10h à 16h;2295
ROSNY-BOIS-PERRIER;87113696;SAM;2022-03-19;2022;E;E;De 10h à 16h;2754
NOINTEL-MOURS;87276758;DIM;2024-01-21;2024;H;H;Après 20h;14
ROSA-PARKS;87654798;JOB;2022-03-22;2022;E;E;Après 20h;1672
CHOISY-LE-ROI;87545285;SAM;2025-08-02;2025;C;C;De 16h à 20h;3392
VILLENEUVE-SAINT-GEORGES;87681825;DIM;2024-03-03;2024;D;D;Après 20h;1612
ROSNY-SOUS-BOIS;87113704;DIM;2022-03-20;2022;E;E;De 6h à 10h;495
NOINTEL-MOURS;87276758;SAM;2024-01-20;2024;H;H;De 6h à 10h;81
RIS-ORANGIS;87681338;JOB;2024-02-04;2024;D;D;Après 20h;93
CONFLANS-FIN-D'OISE;87381459;SAM;2024-01-20;2024;J;J6;De 10h à 16h;708
VILLENEUVE-SAINT-GEORGES;87681825;JOB;2024-05-03;2024;D;D;Après 20h;1571
ROSNY-SOUS-BOIS;87113704;JOB;2022-03-22;2022;E;E;Après 20h;398
ORANGIS-BOIS-DE-L'EPINE;87681346;SAM;2024-02-03;2024;D;D;Après 20h;126
RUNGIS-LA-FRATERNELLE;87546291;JOB;2025-04-02;2025;C;C;Avant 6h;1
CONFLANS-SAINTE-HONORINE;87381897;DIM;2024-01-21;2024;J;J6;Avant 6h;37
LE-MEE;87682179;JOB;2024-05-03;2024;D;D;De 10h à 16h;1154
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;Avant 6h;16
ORMOY-VILLERS;87271585;DIM;2024-01-21;2024;K;K;De 6h à 10h;2
RUNGIS-LA-FRATERNELLE;87546291;SAM;2025-08-02;2025;C;C;Avant 6h;7
CORMEILLES-EN-PARISIS;87381863;SAM;2024-01-20;2024;J;J6;De 10h à 16h;1526
VILLENNES-SUR-SEINE;87386649;JOB;2025-01-04;2025;J;J5;De 10h à 16h;277
RUNGIS-LA-FRATERNELLE;87546291;DIM;2025-09-02;2025;C;C;Après 20h;22
ORMOY-VILLERS;87271585;JOB;2024-01-16;2024;K;K;Avant 6h;4
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;H;H;De 6h à 10h;4184
DAMMARTIN-JUILLY-SAINT-MARD;87271536;JOB;2024-01-16;2024;K;K;De 6h à 10h;1368
LE-VAL-D'OR;87382366;DIM;2024-01-21;2024;L;L2;De 6h à 10h;132
SAINT-CLOUD;87382358;DIM;2024-04-28;2024;U;U;De 10h à 16h;204
ORRY-LA-VILLE-COYE;87276279;JOB;2024-05-03;2024;D;D;De 10h à 16h;117
SAINT-CYR;87393223;DIM;2023-10-15;2023;T13;T13;De 6h à 10h;70
DEUIL-MONTMAGNY;87276345;DIM;2024-01-21;2024;H;H;Après 20h;173
LE-VAL-D'OR;87382366;JOB;2024-01-16;2024;L;L2;De 16h à 20h;944
SAINT-CLOUD;87382358;JOB;2024-01-16;2024;L;L2;Après 20h;775
OZOIR-LA-FERRIERE;87116020;DIM;2022-03-20;2022;E;E;De 16h à 20h;339
SAINT-CYR;87393223;DIM;2024-01-21;2024;N;N;De 6h à 10h;275
CREPY-EN-VALOIS;87271593;SAM;2024-01-20;2024;K;K;Avant 6h;26
LE-VAL-D'OR;87382366;SAM;2024-01-20;2024;L;L2;De 16h à 20h;495
SAINT-CYR;87393223;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;234
ISSOU-PORCHEVILLE;87381574;SAM;2024-01-20;2024;J;J6;De 6h à 10h;68
GAGNY;87113514;JOB;2022-03-22;2022;E;E;De 6h à 10h;5384
CLICHY-SOUS-BOIS-MAIRIE;87704288;SAM;2021-09-18;2021;T4;T4;Avant 6h;8
LE-VERT-DE-MAISONS;87681247;DIM;2024-03-03;2024;D;D;Après 20h;221
SAINT-DENIS;87271015;DIM;2024-01-21;2024;H;H;Avant 6h;191
PARC-DES-EXPOSITIONS;87271486;SAM;2019-03-16;2019;B;B;De 6h à 10h;286
GAGNY;87113514;SAM;2022-03-19;2022;E;E;Avant 6h;52
DUGNY-LA-COURNEUVE;87697342;JOB;2021-11-23;2021;T11;T11;De 16h à 20h;464
LE-VERT-DE-MAISONS;87681247;SAM;2024-02-03;2024;D;D;De 16h à 20h;792
SAINT-FARGEAU;87682542;DIM;2024-03-03;2024;D;D;De 16h à 20h;14
IVRY-SUR-SEINE;87545301;SAM;2025-08-02;2025;C;C;Après 20h;392
GARGES-SARCELLES;87276196;SAM;2024-02-03;2024;D;D;De 16h à 20h;4619
DUGNY-LA-COURNEUVE;87697342;SAM;2021-11-20;2021;T11;T11;De 10h à 16h;370
VULAINES-SUR-SEINE-SAMOREAU;87682443;DIM;2024-01-21;2024;R;R;De 10h à 16h;36
SAINT-GERMAIN-EN-LAYE;87733063;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;685
PARC-DU-CHATEAU;87745786;SAM;2024-11-30;2024;T12;T12;Après 20h;40
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2024-04-28;2024;U;U;Avant 6h;16
DOURDAN;87545525;DIM;2025-09-02;2025;C;C;De 16h à 20h;220
LES-COQUETIERS;87113845;SAM;2021-09-18;2021;T4;T4;Avant 6h;24
SAINT-GRATIEN;87276170;DIM;2025-09-02;2025;C;C;De 10h à 16h;1105
JUVISY;87545244;DIM;2024-03-03;2024;D;D;Après 20h;2307
LE-PLESSIS-BELLEVILLE;87271551;SAM;2024-01-20;2024;K;K;De 10h à 16h;68
CORBEIL-ESSONNES;87681007;SAM;2024-02-03;2024;D;D;Après 20h;1157
VULAINES-SUR-SEINE-SAMOREAU;87682443;DIM;2024-01-21;2024;R;R;De 6h à 10h;12
SAINT-LEU-LA-FORET;87276600;DIM;2024-01-21;2024;H;H;Après 20h;95
PARIS-EST;87113001;SAM;2023-11-18;2023;P;P;De 10h à 16h;7701
SAINT-GRATIEN;87276170;SAM;2025-08-02;2025;C;C;Avant 6h;66
EPINAY-SUR-SEINE;87271148;DIM;2025-09-02;2025;C;C;De 10h à 16h;953
MONTREUIL;87382879;DIM;2024-01-21;2024;L;L2;Avant 6h;8
LA-VERRIERE;87393256;SAM;2024-01-20;2024;N;N;De 6h à 10h;430
PARIS-GARE-DE-LYON;87686030;JOB;2024-05-03;2024;D;D;De 10h à 16h;16618
VAIRES-TORCY;87116293;JOB;2023-11-14;2023;P;P;De 6h à 10h;1929
CORMEILLES-EN-PARISIS;87381863;JOB;2024-01-16;2024;J;J6;De 16h à 20h;1381
LES-GRESILLONS;87272146;JOB;2025-11-02;2025;C;C;De 10h à 16h;1212
SAINT-MARTIN-D'ETAMPES;87545350;DIM;2025-09-02;2025;C;C;De 6h à 10h;72
MASSY-PALAISEAU;87393579;DIM;2024-01-12;2024;T12;T12;Après 20h;248
LE-STADE;87381095;JOB;2024-01-16;2024;J;J4;Après 20h;236
DUGNY-LA-COURNEUVE;87697342;DIM;2021-11-21;2021;T11;T11;Avant 6h;9
LES-MUREAUX;87386680;SAM;2021-04-12;2021;J;J5;De 6h à 10h;701
LARDY;87545160;SAM;2025-08-02;2025;C;C;De 16h à 20h;133
PARIS-GARE-DU-NORD;87271031;SAM;2019-03-16;2019;B;B;De 10h à 16h;38808
VANVES-MALAKOFF;87391532;SAM;2024-01-20;2024;N;N;Avant 6h;11
COTEAUX-DE-L'ORGE;87745794;JOB;2024-11-26;2024;T12;T12;Avant 6h;19
MORET-VENEUX-LES-SABLONS;87682278;DIM;2024-01-21;2024;R;R;Après 20h;98
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;DIM;2024-01-21;2024;L;L2;De 6h à 10h;95
LA-DEFENSE;87382218;JOB;2024-04-23;2024;U;U;De 10h à 16h;1196
VAUCRESSON;87382267;SAM;2024-01-20;2024;L;L2;Avant 6h;16
EPINAY-VILLETANEUSE;87271122;JOB;2024-01-16;2024;H;H;De 16h à 20h;5511
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;De 16h à 20h;289
LE-BOURGET;87271395;JOB;2023-10-10;2023;B;B;De 16h à 20h;7057
MAULE;87381723;SAM;2024-01-20;2024;N;N;De 16h à 20h;83
LE-VAL-D'OR;87382366;SAM;2024-01-20;2024;L;L2;Après 20h;193
COULOMMIERS;87116301;DIM;2023-11-19;2023;P;P;De 16h à 20h;305
NANGIS;87116095;SAM;2023-11-18;2023;P;P;De 16h à 20h;139
SARTROUVILLE;87386417;DIM;2024-01-21;2024;L;L3;Avant 6h;17
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;J;J4;De 10h à 16h;3926
SAINT-MICHEL-SUR-ORGE;87545202;SAM;2025-08-02;2025;C;C;De 6h à 10h;782
EPONE-MEZIERES;87386763;JOB;2025-01-04;2025;J;J5;Avant 6h;87
LIMAY;87381582;JOB;2024-01-16;2024;J;J6;Après 20h;43
LE-PLESSIS-BELLEVILLE;87271551;JOB;2024-01-16;2024;K;K;Avant 6h;45
LA-FRETTE-MONTIGNY;87381871;SAM;2024-01-20;2024;J;J6;De 10h à 16h;485
LES-BOULLEREAUX-CHAMPIGNY;87113779;SAM;2022-03-19;2022;E;E;De 16h à 20h;610
EPINAY-SUR-SEINE;87271148;SAM;2025-08-02;2025;C;C;Avant 6h;84
NANTEUIL-SAACY;87116558;DIM;2023-09-17;2023;P;P;Après 20h;40
SARTROUVILLE;87386417;SAM;2022-11-19;2022;A;A;Avant 6h;88
PARIS-SAINT-LAZARE;87384008;JOB;2025-01-04;2025;J;J5;Après 20h;2354
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;189
ERMONT-EAUBONNE;87276055;SAM;2024-01-20;2024;H;H;De 6h à 10h;1375
NANTEUIL-SAACY;87116558;JOB;2023-09-19;2023;P;P;De 6h à 10h;681
LE-PLESSIS-CHENET;87681627;JOB;2024-12-03;2024;D;D;De 6h à 10h;22
LA-VERRIERE;87393256;JOB;2024-01-16;2024;N;N;De 10h à 16h;1068
LES-ESSARTS-LE-ROI;87393280;JOB;2024-01-16;2024;N;N;De 10h à 16h;277
EPLUCHES;87276147;SAM;2024-01-20;2024;H;H;De 16h à 20h;48
NEMOURS-SAINT-PIERRE;87684126;DIM;2024-01-21;2024;R;R;De 6h à 10h;237
LE-STADE;87381095;DIM;2024-01-21;2024;J;J6;Après 20h;11
PIERREFITTE-STAINS;87271163;DIM;2024-03-03;2024;D;D;Après 20h;884
SAINT-OUEN-L'AUMONE;87276105;JOB;2024-01-16;2024;H;H;Avant 6h;88
DOURDAN;87545525;JOB;2025-06-02;2025;C;C;De 10h à 16h;394
NEZEL-AULNAY;87381731;JOB;2024-01-16;2024;N;N;De 16h à 20h;27
LE-STADE;87381095;SAM;2024-01-20;2024;J;J4;De 16h à 20h;767
PIERREFITTE-STAINS;87271163;JOB;2024-05-03;2024;D;D;Après 20h;571
LES-MUREAUX;87386680;SAM;2021-04-12;2021;J;J5;Avant 6h;71
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;J;J4;De 16h à 20h;2703
NOISY-LE-ROI;87733659;SAM;2023-10-14;2023;T13;T13;Après 20h;53
LE-STADE;87381095;SAM;2024-01-20;2024;J;J6;Après 20h;34
LE-BLANC-MESNIL;87271478;SAM;2019-03-16;2019;B;B;De 6h à 10h;1046
LES-NOUES;87276238;DIM;2024-03-03;2024;D;D;Après 20h;90
